name,Location,Latitude,Longitude,link
Tandoor Indian Restaurant,"28-30 Saijōnishihonmachi, Higashihiroshima-shi, Hiroshima-ken, 739-0043 Japan",34.4278652,132.7363193,https://www.halal-navi.com/restaurant/tandoor-indian-restaurant/9650jkquzzpjke4q
Indian Food Dining JYOTI,"Japan, 〒060-0062 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 060-0062 Japan",43.0572741,141.3521269,https://www.halal-navi.com/restaurant/indian-food-dining-jyoti/np537nlun22jlor9
Central Cafetaria At Hokkaido University,"8 Chome Kita 11 Jōnishi, Sapporo-shi, Hokkaidō, 001-0011 Japan",43.0733534,141.3415786,https://www.halal-navi.com/restaurant/central-cafetaria-at-hokkaido-university/9voyj5eu38zjx64q
Tsuruga Buffet Dinning Sapporo,"10 Chome-1-6 Kita 23 Jōnishi, Sapporo-shi, Hokkaidō, 001-0023 Japan",43.0638498,141.3499496,https://www.halal-navi.com/restaurant/tsuruga-buffet-dinning-sapporo/5rygjpmu4qqjxz8m
Ohtsuki Foods Store Carrot Susukino,"2 Chome-2 Minami 7 Jōnishi, Sapporo-shi, Hokkaidō, 064-0807 Japan",43.052329,141.352729,https://www.halal-navi.com/restaurant/ohtsuki-foods-store-carrot-susukino/34kmjx3uk5kj51l9
Pasta De Nord,"Japan, 〒007-0836 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 007-0836 Japan",43.107124,141.368138,https://www.halal-navi.com/restaurant/pasta-de-nord/e6l9jgeurl0w0qd4
Aoisora Nagarerukumo,"22-1-7 Minami 1 Jōnishi, Sapporo-shi, Hokkaidō, 060-0061 Japan",43.055952,141.3242778,https://www.halal-navi.com/restaurant/aoisora-nagarerukumo/pg81wr0u4x2wxyvd
Cocoon Nest,"2 Chome-1-2 Miyagaoka, Sapporo-shi, Hokkaidō, 064-0959 Japan",43.0579713,141.3112162,https://www.halal-navi.com/restaurant/cocoon-nest/qx0kj6eun5z7le6o
Mintaru,"3 Chome-2-19 Kita 14 Jōnishi, Sapporo-shi, Hokkaidō, 001-0014 Japan",43.0780382,141.3482953,https://www.halal-navi.com/restaurant/mintaru/qxy3wydundqwnpkm
Jay,"7 Chome-2-23 Ōmiyachō, Nara-shi, Nara-ken, 630-8115 Japan",34.685748,135.8062389,https://www.halal-navi.com/restaurant/jay/8m96wdmupgzwrodk
WATAN Sapporo Halal Food,"3 Chome-1-20 Kita 19 Jōnishi, Sapporo-shi, Hokkaidō, 001-0019 Japan",43.0832347,141.3465063,https://www.halal-navi.com/restaurant/watan-sapporo-halal-food/84q9wz2u3mkw26kz
Mellow Cafe,"1-8 Konishichō, Nara-shi, Nara-ken, 630-8226 Japan",34.6828575,135.8277997,https://www.halal-navi.com/restaurant/mellow-cafe/2dn1jmguvglj9340
Aarti Ami Premium Outlet,"Japan, 〒300-1161 Ibaraki-ken, Inashiki-gun, Ibaraki-ken, 300-1161 Japan",35.9845879,140.2380952,https://www.halal-navi.com/restaurant/aarti-ami-premium-outlet/np537nlu6qpjlor9
Little Tree Takeaway,"Japan, Sapporo-shi, Hokkaidō, 060-0061 Japan",43.05664,141.331381,https://www.halal-navi.com/restaurant/little-tree-takeaway/84q9wz2u36kw26kz
Juntara Curry,"3 Chome-8-9 Higashisapporo 2 Jō, Sapporo-shi, Hokkaidō, 003-0002 Japan",43.0504194,141.3869181,https://www.halal-navi.com/restaurant/juntara-curry/l8q472nuk8m7xm23
Sweets & Potato,"Japan, 〒065-0023 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 065-0023 Japan",43.0938695,141.3734037,https://www.halal-navi.com/restaurant/sweets-potato/np537nlunpyjlor9
Namaste,"Japan, 〒732-0822 Hiroshima-ken, Hiroshima-shi, Hiroshima-shi, Hiroshima-ken, 732-0822 Japan",34.3972529,132.4751575,https://www.halal-navi.com/restaurant/namaste/o8kv713uyy9w15mz
Racoolto Hiroshima International Plaza,"3 Chome-3-1 Kagamiyama, Higashihiroshima-shi, Hiroshima-ken, 739-0046 Japan",34.401247,132.734122,https://www.halal-navi.com/restaurant/racoolto-hiroshima-international-plaza/dqm0woxullxw5y21
Aarti Shin-nagata branch,"Asta Plaza First 213 5-2-1 Wakamatsu-cho, Nagata-ku , Kōbe-shi, Hyōgo-ken, 657-0057 Japan",34.6576696,135.1454709,https://www.halal-navi.com/restaurant/aarti-shin-nagata-branch/e6l9jgeu656w0qd4
Royal India Restaurant,"14-51 Saijōnishihonmachi, Higashihiroshima-shi, Hiroshima-ken, 739-0043 Japan",34.428322,132.733777,https://www.halal-navi.com/restaurant/royal-india-restaurant/3rg5j3ruggmjqzlv
Sapporo Kaniya,"2 Chome-11 Minami 4 Jōnishi, Sapporo-shi, Hokkaidō, 064-0804 Japan",43.056241,141.355343,https://www.halal-navi.com/restaurant/sapporo-kaniya/6ro87q5ur9z7xdk5
JICA Hokkaido,"Japan, 〒003-0026 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 003-0026 Japan",43.0361111,141.4322221,https://www.halal-navi.com/restaurant/jica-hokkaido/3x1lw9duo597yqr6
Krishna,"Japan, 〒060-0042 Hokkaidō, Sapporo-shi, Hokkaidō, 060-0042 Japan",43.059842,141.351127,https://www.halal-navi.com/restaurant/krishna/8ly4j48u1ozw06xq
AMARA DELI,"押上1-1-2, Sumida-ku, Tōkyō-to, 131-0045 Japan",35.71018,139.812189,https://www.halal-navi.com/restaurant/amara-deli/dqm0woxu926w5y21
Dil,"Tsukurimichi, 545, Imizu, Toyama, 934-0042 Japan",36.7517134,137.0855823,https://www.halal-navi.com/restaurant/dil/o2dn1jmguldj9340
The French Blue,"〒540-0034, Ōsaka-shi, Ōsaka-fu, 540-0034 Japan",34.6886595,135.513797,https://www.halal-navi.com/restaurant/the-french-blue/5rygjpmu45njxz8m
Aarti Shimoyama,"Grand Maison Kobe Yamate 1F 5-12-9 Shimoyamatedōri, Chuo, Kōbe-shi, Hyōgo-ken, 650-0011 Japan",34.6903114,135.1823538,https://www.halal-navi.com/restaurant/aarti-shimoyama/qx0kj6eu3pl7le6o
AARTI アールティー あべのルシアス店,"阿倍野筋1-5-1, Ōsaka-shi, Ōsaka-fu, 545-0052 Japan",34.646822,135.511043,https://www.halal-navi.com/restaurant/aarti-アールティー-あべのルシアス店/3x1lw9du6ly7yqr6
Kusasenri Greenpark,"2391-15 Nagakusa, Aso-shi, Kumamoto-ken, 869-2231 Japan",32.886147,131.054318,https://www.halal-navi.com/restaurant/kusasenri-greenpark/lm5r7vxu99ew3p0e
Stella Maris,"Japan, 〒005-0004 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 005-0004 Japan",43.0136134,141.3669332,https://www.halal-navi.com/restaurant/stella-maris/3rg5j3rugqmjqzlv
Kebap Station,"4 Chome-2-37 Hiragishi 1 Jō, Sapporo-shi, Hokkaidō, 062-0931 Japan",43.0395751,141.3655035,https://www.halal-navi.com/restaurant/kebap-station/ekr47l5um3nw3yo2
Shanti,"1604-3 Nakayamachō, Nara-shi, Nara-ken, 631-0012 Japan",34.7135517,135.7729917,https://www.halal-navi.com/restaurant/shanti/3x1lw9duom97yqr6
sagarmatha india nepal food,"Ōsaka-shi, Ōsaka-fu, 552-0021 Japan",34.676225,135.494271,https://www.halal-navi.com/restaurant/sagarmatha-india-nepal-food/ekr47l5ummnw3yo2
Raju Kusatsu,"Noji 7-19-5, Kusatsu, Shiga, 525-0059 Japan",34.997006,135.949382,https://www.halal-navi.com/restaurant/raju-kusatsu/y6ro87q5u237xdk5
Swagat Roppongi,"Roppongi, 2 Chome−2−2, Itopia 1F, Minato, Tokyo, 106-0032 Japan",35.6677616,139.7393131,https://www.halal-navi.com/restaurant/swagat-roppongi/no8kv713u80w15mz
Tateyama,"Japan, 〒930-1414 Toyama-ken, Nakaniikawa-gun, Toyama-ken, 930-1406 Japan",36.5753056,137.6138597,https://www.halal-navi.com/restaurant/tateyama/e6l9jgeurr0w0qd4
Tea Ceremony Koto,"Nishi Goshonouchi-cho Kinugasa Kita-ku, Kyōto-shi, Kyōto-fu, 603-8377 Japan",35.0040696,135.767558,https://www.halal-navi.com/restaurant/tea-ceremony-koto/qxy3wydunnqwnpkm
Halal Food Plaza Nabi San,"6 Chome-11-37 Hakozaki, Fukuoka-shi, Fukuoka-ken, 812-0053 Japan",33.622496,130.4209609,https://www.halal-navi.com/restaurant/halal-food-plaza-nabi-san/9voyj5eu33zjx64q
ENZA Cafe,"Japan, 〒381-0401 Nagano-ken, Shimotakai-gun, Nagano-ken, 381-0401 Japan",36.73051,138.444893,https://www.halal-navi.com/restaurant/enza-cafe/qx0kj6eunnz7le6o
Tandoor 4th Floor,"Japan, 〒141-0021 Tōkyō-to, Shinagawa-ku, Tōkyō-to, 141-0021 Japan",35.634761,139.716017,https://www.halal-navi.com/restaurant/tandoor-4th-floor/84q9wz2u33kw26kz
Gitanjali-MAHAL,"KJ Bldg, 1F, 4-3-16 Babadori, Utsunomiya-shi, Tochigi-ken, 320-0026 Japan",36.5612625,139.8881708,https://www.halal-navi.com/restaurant/gitanjali-mahal/pg81wr0u442wxyvd
Sushi,"Misato-shi, Saitama-ken, 341-0003 Japan",35.8566677,139.863461,https://www.halal-navi.com/restaurant/sushi/2dn1jmgu688j9340
Hidaya SHO,"6 Chome-6 Hanasatomachi, Takayama-shi, Gifu-ken, 506-0026 Japan",36.1416644,137.2528311,https://www.halal-navi.com/restaurant/hidaya-sho/3x1lw9duoo97yqr6
Kababs Indian Restaurant,"Nakagamigun Chatancho　Mihama 3-1-10　2F, Okinawa, Okinawa, 904-0115 Japan",26.322272,127.757129,https://www.halal-navi.com/restaurant/kababs-indian-restaurant/95rygjpmu6djxz8m
175° Deno Tantanmen Ekimaedori,"Japan, 〒060-0002 Hokkaidō, Sapporo-shi, Sapporo-shi, Hokkaidō, 060-0002 Japan",43.0635883,141.3519645,https://www.halal-navi.com/restaurant/175-deno-tantanmen-ekimaedori/49q3w05upx4j2on6
Kijima Kogen,"Japan, Beppu-shi, Ōita-ken, 874-0000 Japan",33.2644011,131.4268118,https://www.halal-navi.com/restaurant/kijima-kogen/3rg5j3rug5mjqzlv
Kappou Yama,"3-15-1, Chuo-ku, Uemine, in Saitama Arts Theater, Saitama, Saitama, 338-0014 Japan",35.8770566,139.6219568,https://www.halal-navi.com/restaurant/kappou-yama/ke6l9jgeu3kw0qd4
Maha & Maha,"2-91 Nakasato, Nakagawa, Nagoya, Aichi, 454-0921 Japan",35.1388695,136.8464781,https://www.halal-navi.com/restaurant/maha-maha/5qxy3wyduplwnpkm
Sweet & Peace,"11-87 Higashimobara, Mobara, Chiba, 297-0032 Japan",35.4151288,140.3185145,https://www.halal-navi.com/restaurant/sweet-peace/m9voyj5euo1jx64q
Rittsun,"747-84 Uehara, Tsukuba, Ibaraki, 305-0055 Japan",36.0545728,140.1131619,https://www.halal-navi.com/restaurant/rittsun/6np537nluq5jlor9
Hatoppuru,"937 Kamahara, Tsumagoi-mura, Azuma, Gunma, 377-1524 Japan",36.440013,138.5287267,https://www.halal-navi.com/restaurant/hatoppuru/kpg81wr0uelwxyvd
Cocolate,"2-18 Saiwaimachi, Beppu-shi, Ōita-ken, 874-0907 Japan",33.236544,131.6078701,https://www.halal-navi.com/restaurant/cocolate/qxy3wydun0qwnpkm
Palmyra,"T. O Bldg., 2F, 2-58-8, Ikebukuro, Toshima, Tokyo, 171-0014 Japan",35.735038,139.708911,https://www.halal-navi.com/restaurant/palmyra/y6ro87q5udq7xdk5
King Tut,"Aoi-ku Kitaando 5-50-18 1F, Shizuoka, Shizuoka, 420-0881 Japan",35.001212,138.3911774,https://www.halal-navi.com/restaurant/king-tut/5qxy3wyduvdwnpkm
Medi Moon,"Kawarachou 1-5-8, Hidama Daiya building 2F, Chuo, Osaka, 541-0048 Japan",34.6861438,135.5080146,https://www.halal-navi.com/restaurant/medi-moon/dlm5r7vxu60w3p0e
Kara Deniz,"3-44 Shiomigaoka, Midori-ku, Nagoya, Aichi, 458-0036  Japan",35.0808771,136.9649423,https://www.halal-navi.com/restaurant/kara-deniz/d84q9wz2uxzw26kz
Dolphin Garden,"1F, 21-5, Yawata-genjigaito, Yawata, Kyoto, 614-8025 Japan",34.8796914,135.7060601,https://www.halal-navi.com/restaurant/dolphin-garden/6np537nlueejlor9
Ani & Ivan,"Naka-ku, Kamidamachi, 414−2, Hamamatsu, Shizuoka, 432-8047 Japan",34.704922,137.7340538,https://www.halal-navi.com/restaurant/ani-ivan/lekr47l5u8gw3yo2
Anatolia,"Roppongi 3-13-10 (Sanbiru 2 1F), Minato, Tokyo, 106-0032 Japan",35.6629487,139.7335091,https://www.halal-navi.com/restaurant/anatolia/6np537nluqmjlor9
Sushiro Yahata-higashida,"3-2-12 Higashida, Yahatahigashi-ku, Kitakyushu, Fukuoka, 805-0071 Japan",33.871,130.809225,https://www.halal-navi.com/restaurant/sushiro-yahata-higashida/5qxy3wyduodwnpkm
Ama Hut HACHIMAN,"819 Ōsatsuchō, Toba-shi, Mie-ken, 517-0032 Japan",34.3882634,136.8985062,https://www.halal-navi.com/restaurant/ama-hut-hachiman/pvkew8duxxnjn9gr
Ahuja Restaurant,"8-4 Motomachi, Beppu-shi, Ōita-ken, 874-0944 Japan",33.2776173,131.5047859,https://www.halal-navi.com/restaurant/ahuja-restaurant/ekr47l5umvnw3yo2
Raju Katata,"Otsu Honkatata 4-18-38-104, Otsu, Shiga, 520-0242 Japan",35.1197267,135.9186772,https://www.halal-navi.com/restaurant/raju-katata/63rg5j3ruyljqzlv
Deva Deva Cafe,"Kichijoji Honcho 2-14-7, Kissho Building 2F, Musashino, Tokyo, 180-0004 Japan",35.7065889,139.5776667,https://www.halal-navi.com/restaurant/deva-deva-cafe/lekr47l5upgw3yo2
YONTORI,"1 Chome-15 Higashitogawachō, Ōgaki-shi, Gifu-ken, 503-0903 Japan",35.3636006,136.6186881,https://www.halal-navi.com/restaurant/yontori/8m96wdmuppzwrodk
Awahenroshoba Bizan,"Awa Odori Kaikan 5F, 2 Chome-2-20 Shinmachibashi, Tokushima-shi, Tokushima-ken, 770-0904 Japan",34.0700889,134.5449381,https://www.halal-navi.com/restaurant/awahenroshoba-bizan/0ry1wemum3pjpmqk
HANA-CYAYA,"2 Chome-60 Hanaokamachi, Takayama-shi, Gifu-ken, 506-0009 Japan",36.1460515,137.2514691,https://www.halal-navi.com/restaurant/hana-cyaya/2dn1jmguvvlj9340
Ikokunokaze,"516-1 Mukōmachi, Kōfu-shi, Yamanashi-ken, 400-0813 Japan",35.6479021,138.6150846,https://www.halal-navi.com/restaurant/ikokunokaze/6ro87q5ur8z7xdk5
Cheema Aunty,"3 Chome-16-2 Kinugawa, Ōtsu-shi, Shiga-ken, 520-0244 Japan",35.1178952,135.9027084,https://www.halal-navi.com/restaurant/cheema-aunty/l8q472nukkm7xm23
Yuki Kitchen Studio Potimaron,"Taihaku-ku Kongosawa 1-30-11, Sendai, Miyagi, 982-0803 Japan",38.2284054,140.8450674,https://www.halal-navi.com/restaurant/yuki-kitchen-studio-potimaron/ke6l9jgeu83w0qd4
Hotoritei Cafe,"62 Minamikatakawamachi, Hagi-shi, Yamaguchi-ken, 758-0076 Japan",34.4112069,131.3920584,https://www.halal-navi.com/restaurant/hotoritei-cafe/8ly4j48u1dzw06xq
Ninomiya Halal Bread factory,"Sakuragaokacho 18-4 Ninomiya Bldg B1F, Shibuya, Tokyo, 150-0031 Japan",35.6558036,139.7011491,https://www.halal-navi.com/restaurant/ninomiya-halal-bread-factory/6np537nlupnjlor9
Hatoba,"S-Pulse Dream Plaza, 1F, 13-15 Irifunechō, Shizuoka-shi, Shizuoka-ken, 424-0942 Japan",35.0106111,138.4928236,https://www.halal-navi.com/restaurant/hatoba/49q3w05upp4j2on6
Nazuna Batake,"Kings-building 2F, 2-1-22 Tawara-machi, Tomakomai, Hokkaido, 053-0022 Japan",42.6342515,141.6006054,https://www.halal-navi.com/restaurant/nazuna-batake/x34kmjx3unpj51l9
Kurumi Toruku Ryouri,"Minamiyana, 2 Chome−7−37, Hadano, Kanagawa, 257-0003 Japan",35.3707493,139.2732125,https://www.halal-navi.com/restaurant/kurumi-toruku-ryouri/8qx0kj6euvp7le6o
Ineya Delica Corner,"Waseda Ineya Main Building, Nishiwaseda, 1 Chome-4, Shinjuku, Tokyo, 169-0051 Japan",35.7094606,139.7169871,https://www.halal-navi.com/restaurant/ineya-delica-corner/8qx0kj6eurp7le6o
TARKARI,"Showa-ku Shiotsuketori 3-17-6, Nagoya, Aichi, 466-0022 Japan",35.1474402,136.9381218,https://www.halal-navi.com/restaurant/tarkari/v8m96wdmu14wrodk
Santipur Cafe,"Chikusa-ku Kusumoto-cho 2-83, Nagoya, Aichi, 464-0037 Japan",35.1736893,136.9406303,https://www.halal-navi.com/restaurant/santipur-cafe/dl8q472nulg7xm23
Rubinaa by the Bay,"Uchinada-cho, Onebu 7-120, Kahoku, Ishikawa, 920-0266 Japan",36.650723,136.644612,https://www.halal-navi.com/restaurant/rubinaa-by-the-bay/no8kv713uzkw15mz
Sultan Shin-ogawamachi,"Koufu bldg. 1F,4-21 Shin-ogawamachi, Shinjuku, Tokyo, 162-0814 Japan",35.6951799,139.7668774,https://www.halal-navi.com/restaurant/sultan-shin-ogawamachi/ke6l9jgeu9nw0qd4
Sona,"Kamikyou machi 6-23, Sasebo, Nagasaki, 857-0872 Japan",33.1694806,129.7223667,https://www.halal-navi.com/restaurant/sona/l49q3w05u02j2on6
Maharaja Nagoya,"JR Central Towers towers plaza 13F, 1-1-4, Meieki, Nakamura-ku, Nagoya, Aichi, 450-6013 Japan",35.1706804,136.8830719,https://www.halal-navi.com/restaurant/maharaja-nagoya/x34kmjx3u41j51l9
New Boishakhi Anjo,"Toei-cho 1-5-1, Anjo, Aichi, 446-0007 Japan",34.9883191,137.0848421,https://www.halal-navi.com/restaurant/new-boishakhi-anjo/d84q9wz2u8nw26kz
Djakarta Food,"Bunkyo 3-chome, 11-8 Kitamura tenant 1B, Fukui, Fukui, 910-0016 Japan",36.0777597,136.2146967,https://www.halal-navi.com/restaurant/djakarta-food/kpg81wr0u00wxyvd
Blue Moon,"Morokawa, 466−1, Koga, Ibaraki, 306-0126 Japan",36.197644,139.8213926,https://www.halal-navi.com/restaurant/blue-moon/m9voyj5eue6jx64q
Indo Asia Dining,"Showa-ku Dankei-dori 3-14-112, Nagoya, Aichi, 466-0842 Japan",35.1438598,136.9460587,https://www.halal-navi.com/restaurant/indo-asia-dining/o2dn1jmgunvj9340
Spice Plaza,"Yokohama, Kanagawa, 240-0003 Japan",35.4538938,139.6004468,https://www.halal-navi.com/restaurant/spice-plaza/34kmjx3unxlj51l9
Sapna Imaike,"Chikusa-ku Imaike 3-12-13, Nagoya, Aichi, 464-0850 Japan",35.166,136.936143,https://www.halal-navi.com/restaurant/sapna-imaike/6pvkew8du5yjn9gr
Dhoom Dhalaka,"Chikusa-ku Nekogahora dori 4-27, Nagoya, Aichi, 464-0032 Japan",35.1665468,136.967,https://www.halal-navi.com/restaurant/dhoom-dhalaka/no8kv713ugkw15mz
Maharaj Palace,"Tenpaku-ku Yakiyama 1-101, Nagoya, Aichi, 468-0002 Japan",35.167561,136.901622,https://www.halal-navi.com/restaurant/maharaj-palace/z8ly4j48un4w06xq
Sama sama,"Naka-ku Sakae 3-9-1, Nagoya, Aichi, 460-0008 Japan",35.167473,136.903673,https://www.halal-navi.com/restaurant/sama-sama/63rg5j3ru2ljqzlv
Bungaraya,"Naka-ku Oosu 4-1-11, Nagoya, Aichi, 460-0011 Japan",35.1615121,136.9073854,https://www.halal-navi.com/restaurant/bungaraya/r9650jkqu60jke4q
Turkish Taste,"Nakamura-ku Torii-dori 2-30-1 1F, Nagoya, Aichi, 453-0044 Japan",35.175623,136.8655605,https://www.halal-navi.com/restaurant/turkish-taste/5qxy3wydu2kwnpkm
SAISHOKUKENBI,"Shouwa-ku Kouji-cho Ishisaka 37-6 Yagoto Ishisaka bldg. 1F, Nagoya, Aichi, 466-0000 Japan",35.7023477,139.6973516,https://www.halal-navi.com/restaurant/saishokukenbi/kpg81wr0uz0wxyvd
Jinenan,"Showa-ku Kawanayama-cho 51-1 Kawanayama bldg Iki Iki Garden, Nagoya, Aichi, 466-0827 Japan",35.1468132,136.9550108,https://www.halal-navi.com/restaurant/jinenan/ke6l9jgeumnw0qd4
Pak Mahal,"1-2-28 Katayanagichō, Tochigi, Tochigi , 328-0053 Japan",36.3739217,139.7280215,https://www.halal-navi.com/restaurant/pak-mahal/6np537nluo9jlor9
Darbar,"Chuo 1-6-1 VinaWalk FoodCourt3 1F, Ebina-shi, Kanagawa, 243-0400 Japan",35.452691,139.3939408,https://www.halal-navi.com/restaurant/darbar/ekr47l5u02kw3yo2
Tam Tam,"3-18-15, Shoan, Suginami, Tokyo, 167-0042 Japan",35.703467,139.5948557,https://www.halal-navi.com/restaurant/tam-tam/r9650jkquqrjke4q
Tsuchi Ni Inochi To Ai Arite,"Wakakusa-cho 2-6-8, Toyota, Aichi, 471-0061 Japan",35.1107602,137.1538806,https://www.halal-navi.com/restaurant/tsuchi-ni-inochi-to-ai-arite/6pvkew8du4yjn9gr
Royal Curry,"Tenpaku-ku Akaike 1-1301, Nagoya, Aichi, 468-0013 Japan",35.1169579,137.011795,https://www.halal-navi.com/restaurant/royal-curry/y6ro87q5uq37xdk5
Indus,"Naka-ku Nishiki 3-6-15 Tateno-machi 2F, Nagoya, Aichi, 460-0003 Japan",35.1721769,136.9073854,https://www.halal-navi.com/restaurant/indus/ldqm0woxum3w5y21
Okuma Garden House,"Waseda University, Wasedatsurumaki-cho 538-13, Shinjuku, Tokyo, 162-0041 Japan",35.7089926,139.7224245,https://www.halal-navi.com/restaurant/okuma-garden-house/93x1lw9dur47yqr6
Pariwar,"Arai-cho Uenoda 2883-1, Owariasahi, Aichi, 488-0073 Japan",35.2210005,137.0382349,https://www.halal-navi.com/restaurant/pariwar/x34kmjx3u31j51l9
Sultan Iidabashi,"Touzaikan bldg. 1F,2-9-7 Iidabashi, Chiyoda, Tokyo, 102-0072 Japan",35.7035661,139.7755546,https://www.halal-navi.com/restaurant/sultan-iidabashi/kpg81wr0un0wxyvd
MegaKebab,"Setagaya-ku, Tōkyō-to, 155-0031 Japan",35.6608411,139.6684778,https://www.halal-navi.com/restaurant/megakebab/qxy3wydugd1wnpkm
2 X 2 = 8 Indian And Pakistani Restaurant,"Setagaya-ku, Tōkyō-to, 155-0031 Japan",35.6614146,139.6664944,https://www.halal-navi.com/restaurant/2-x-2-8-indian-and-pakistani-restaurant/ekr47l5ug3kw3yo2
Punjabi Dhaba,"Kawasaki-shi, Kanagawa-ken, 211-0063 Japan",35.579097,139.659222,https://www.halal-navi.com/restaurant/punjabi-dhaba/pvkew8dulv3jn9gr
Aladdin,"Chiyoda-ku, Tōkyō-to, None Japan",35.6914758,139.774544,https://www.halal-navi.com/restaurant/aladdin/l8q472nu8zp7xm23
JAVAN RESTAURANT,"豊島区上池袋, ３５, Toshima-ku, Tōkyō-to, 170-0012 Japan",35.7351989,139.725188,https://www.halal-navi.com/restaurant/javan-restaurant/9voyj5eu3eejx64q
Indian Cafe Mumtaj,"新町2-2-1, Fuchū-shi, Tōkyō-to, 183-0052 Japan",35.7111959,139.5680852,https://www.halal-navi.com/restaurant/indian-cafe-mumtaj/84q9wz2u62xw26kz
Rands Co. (Raja Riaz Akhtar),"143 Furukōri, Ōra-gun, Gunma-ken, 370-0536 Japan",36.2629622,139.3945138,https://www.halal-navi.com/restaurant/rands-co-raja-riaz-akhtar/34kmjx3uk9kj51l9
Mother India,"Sendagi 3-45-9, Bunkyo, Tokyo, 113-0022 Japan",35.6839452,139.7419547,https://www.halal-navi.com/restaurant/mother-india/93x1lw9duox7yqr6
Maharani South Indian Restaurant,"3 Chome-15-29 Ōjima, Kōtō-ku, Tōkyō-to, 136-0072 Japan",35.6894212,139.8294474,https://www.halal-navi.com/restaurant/maharani-south-indian-restaurant/qx0kj6eun3z7le6o
Kebab Stop,"1 Chome-21-16 Ebisuhigashi, Ōsaka-shi, Ōsaka-fu, 556-0002 Japan",34.6533592,135.5056761,https://www.halal-navi.com/restaurant/kebab-stop/8m96wdmup4zwrodk
Spice Town,"Kuretakecho, 1−40−25, Tsuruga, Fukui, 914-0000 Japan",35.6479806,136.0591202,https://www.halal-navi.com/restaurant/spice-town/m9voyj5eu96jx64q
Peru GRILL,"Omotecho, Okayama-shi, Okayama-ken, 700-0822 Japan",34.662531,133.929956,https://www.halal-navi.com/restaurant/peru-grill/3x1lw9du6607yqr6
Sana Pakistan Restaurant,"4F, 3 Chome-10-1 Jotokita, Hirosaki-shi, Aomori-ken, 036-8091 Japan",40.6064561,140.4961836,https://www.halal-navi.com/restaurant/sana-pakistan-restaurant/ekr47l5umenw3yo2
Eat More Greens,"South 1F, Furenshia Azabu-Juban ,Azabujuban, 2 Chome-2-5, Minato, Tokyo, 106-0045 Japan",35.6551994,139.7357025,https://www.halal-navi.com/restaurant/eat-more-greens/5qxy3wydud2wnpkm
Sapna Kiyosu,"Haruhi, Nishimakimae−74, Kiyosu, Aichi, 492-8173 Japan",35.2306135,136.8378507,https://www.halal-navi.com/restaurant/sapna-kiyosu/kpg81wr0uyqwxyvd
Karma Curry & Cafe,"2-10-80, Nanbanaka, Naniwa , Ōsaka-shi, Ōsaka-fu, 556-0011 Japan",34.6611143,135.5017174,https://www.halal-navi.com/restaurant/karma-curry-cafe/6ro87q5u8pn7xdk5
Maharaja Biryani,"Kitazawa, 4-33-11, Setagaya-ku, Tokyo, 155-0031 Japan",35.668112,139.672839,https://www.halal-navi.com/restaurant/maharaja-biryani/lm5r7vxu91kw3p0e
IZUE,"2 Chome-12-22 Ueno, Taitō-ku, Tōkyō-to, 110-0005 Japan",35.7103327,139.7744828,https://www.halal-navi.com/restaurant/izue/49q3w05u952j2on6
La Mère Paulard,"Japan, 〒100-0005 Tōkyō-to, Chiyoda-ku, Tōkyō-to, 100-0005 Japan",35.6772692,139.7638503,https://www.halal-navi.com/restaurant/la-mère-paulard/pvkew8du651jn9gr
Ohitsuzen Tanbo (おひつ膳 田んぼ 表参道),"神宮前5-49-5, Shibuya-ku, Tōkyō-to, 150-0001 Japan",35.6633278,139.709525,https://www.halal-navi.com/restaurant/ohitsuzen-tanbo-おひつ膳-田んぼ-表参道/9650jkqum6rjke4q
DAIKANSOH,"Suō-Ōshima, Ōshima-gun, Yamaguchi-ken, 742-2106 Japan",33.9376547,132.1943036,https://www.halal-navi.com/restaurant/daikansoh/l8q472nuyln7xm23
Umeyama,"Miyajimacho, Hatsukaichi-shi, Hiroshima-ken, 739-0588 Japan",34.2707285,132.3003228,https://www.halal-navi.com/restaurant/umeyama/o8kv713u5g0w15mz
Butter Chicken,"４, １, Ebina-shi, Kanagawa-ken, 243-0435 Japan",35.4667471,139.38881,https://www.halal-navi.com/restaurant/butter-chicken/2dn1jmgupn3j9340
IVY PLACE,"16-15 Sarugakuchō, Shibuya-ku, Tōkyō-to, 150-0033 Japan",35.6493545,139.699935,https://www.halal-navi.com/restaurant/ivy-place/0ry1wemu4pejpmqk
Aisah Halal Restaurant,"Toyota-shi, Aichi-ken, 471-0071 Japan",35.101084,137.16601,https://www.halal-navi.com/restaurant/aisah-halal-restaurant/8m96wdmurd5wrodk
Halal Shokudo,"97, Fukiya, Iwaki-shi, Fukushima-ken, 972-8321 Japan",37.0081926,140.8474112,https://www.halal-navi.com/restaurant/halal-shokudo/qx0kj6eu3lg7le6o
HIMALAYA,"Okazaki-shi, Aichi-ken, 444-0845 Japan",34.9412247,137.1502246,https://www.halal-navi.com/restaurant/himalaya/np537nluxmejlor9
